Date,Open,High,Low,Close,Adj Close,Volume
2014-06-19,14.500000,14.880000,14.090000,14.110000,14.110000,1583100
2014-06-20,14.060000,14.540000,14.050000,14.310000,14.310000,74500
2014-06-23,14.360000,15.880000,14.360000,15.150000,15.150000,99600
2014-06-24,15.200000,16.000000,15.200000,15.810000,15.810000,50200
2014-06-25,15.670000,15.930000,15.350000,15.450000,15.450000,30900
2014-06-26,15.450000,15.950000,15.230000,15.540000,15.540000,36200
2014-06-27,15.630000,16.000000,15.590000,15.960000,15.960000,12000
2014-06-30,15.850000,16.000000,15.510000,15.970000,15.970000,20200
2014-07-01,16.000000,18.000000,15.984000,17.740000,17.740000,45500
2014-07-02,17.860001,19.490000,17.860001,19.440001,19.440001,48300
2014-07-03,19.490000,20.500000,19.462000,20.440001,20.440001,19500
2014-07-07,20.629999,21.600000,18.610001,19.000000,19.000000,67700
2014-07-08,19.100000,19.840000,17.400000,17.700001,17.700001,29000
2014-07-09,17.700001,18.969999,17.120001,17.920000,17.920000,29800
2014-07-10,16.709999,17.200001,16.000000,16.500000,16.500000,64600
2014-07-11,16.450001,18.010000,16.450001,17.750000,17.750000,24400
2014-07-14,18.240000,18.510000,15.880000,16.510000,16.510000,109200
2014-07-15,16.549999,16.709999,16.030001,16.500000,16.500000,31500
2014-07-16,16.469999,16.610001,16.090000,16.389999,16.389999,26300
2014-07-17,16.290001,16.650000,16.200001,16.240000,16.240000,31200
2014-07-18,16.379999,16.379999,15.850000,16.200001,16.200001,14800
2014-07-21,16.059999,16.110001,15.200000,15.200000,15.200000,22500
2014-07-22,15.200000,16.440001,15.161000,16.250000,16.250000,6700
2014-07-23,16.170000,16.170000,15.332000,15.910000,15.910000,33700
2014-07-24,15.940000,16.440001,15.510000,15.790000,15.790000,64200
2014-07-25,15.610000,15.780000,15.160000,15.690000,15.690000,55400
2014-07-28,15.580000,15.800000,15.200000,15.370000,15.370000,9500
2014-07-29,15.260000,15.900000,15.160000,15.650000,15.650000,5800
2014-07-30,15.530000,15.540000,15.150000,15.200000,15.200000,8100
2014-07-31,15.060000,15.060000,14.370000,14.460000,14.460000,31500
2014-08-01,14.530000,14.530000,12.970000,13.230000,13.230000,25500
2014-08-04,13.260000,13.750000,12.800000,13.390000,13.390000,28600
2014-08-05,13.350000,13.380000,12.460000,13.020000,13.020000,24000
2014-08-06,12.350000,13.000000,12.130000,12.360000,12.360000,16900
2014-08-07,12.600000,12.600000,11.370000,12.030000,12.030000,17200
2014-08-08,11.560000,12.300000,11.560000,11.700000,11.700000,12800
2014-08-11,11.750000,12.280000,11.630000,11.860000,11.860000,19600
2014-08-12,11.900000,12.180000,11.680000,11.970000,11.970000,7700
2014-08-13,12.210000,12.590000,11.820000,12.090000,12.090000,4900
2014-08-14,12.100000,12.100000,11.522000,11.990000,11.990000,38700
2014-08-15,11.790000,12.245000,11.370000,11.650000,11.650000,56600
2014-08-18,11.950000,12.470000,11.780000,12.240000,12.240000,17300
2014-08-19,12.380000,12.480000,12.020000,12.460000,12.460000,10300
2014-08-20,12.499000,12.900000,12.300000,12.885000,12.885000,24600
2014-08-21,11.876000,13.000000,11.830000,12.460000,12.460000,30700
2014-08-22,12.160000,12.750000,12.000000,12.600000,12.600000,15500
2014-08-25,12.750000,13.690000,12.750000,13.240000,13.240000,29700
2014-08-26,13.280000,13.450000,12.610000,13.440000,13.440000,12200
2014-08-27,13.500000,14.230000,13.400000,13.900000,13.900000,18400
2014-08-28,13.960000,14.990000,13.640000,14.930000,14.930000,19500
2014-08-29,14.930000,15.000000,14.772000,14.960000,14.960000,5800
2014-09-02,14.540000,14.620000,13.910000,14.620000,14.620000,13800
2014-09-03,14.120000,14.490000,13.980000,14.370000,14.370000,15300
2014-09-04,14.060000,14.750000,13.990000,14.175000,14.175000,14600
2014-09-05,13.980000,14.300000,13.980000,13.980000,13.980000,18700
2014-09-08,14.250000,14.580000,14.170000,14.320000,14.320000,28600
2014-09-09,14.540000,14.550000,13.495000,13.750000,13.750000,38700
2014-09-10,14.780000,14.780000,13.750000,13.760000,13.760000,23200
2014-09-11,13.740000,14.090000,12.310000,12.980000,12.980000,47900
2014-09-12,12.980000,13.720000,12.620000,12.700000,12.700000,36100
2014-09-15,12.820000,14.016000,12.760000,13.910000,13.910000,30900
2014-09-16,13.960000,14.450000,13.430000,13.690000,13.690000,55300
2014-09-17,13.350000,13.700000,12.960000,13.040000,13.040000,28900
2014-09-18,13.010000,14.160000,13.010000,13.240000,13.240000,12800
2014-09-19,13.920000,14.000000,12.710000,12.710000,12.710000,81600
2014-09-22,13.170000,13.710000,12.540000,12.890000,12.890000,28600
2014-09-23,12.890000,14.390000,12.650000,14.010000,14.010000,30600
2014-09-24,14.010000,14.350000,13.630000,14.080000,14.080000,28700
2014-09-25,13.920000,14.100000,13.660000,13.950000,13.950000,22200
2014-09-26,13.990000,14.200000,13.790000,14.140000,14.140000,35000
2014-09-29,14.050000,14.520000,13.920000,14.390000,14.390000,32200
2014-09-30,14.150000,14.400000,13.800000,14.210000,14.210000,516200
2014-10-01,15.400000,20.000000,15.100000,19.000000,19.000000,908500
2014-10-02,19.000000,19.930000,18.670000,19.379999,19.379999,153200
2014-10-03,19.379999,22.870001,18.910000,22.480000,22.480000,204800
2014-10-06,22.500000,25.230000,22.500000,24.129999,24.129999,190400
2014-10-07,24.000000,24.000000,22.021000,22.450001,22.450001,127000
2014-10-08,22.450001,22.450001,20.490000,21.000000,21.000000,70300
2014-10-09,20.809999,21.280001,18.669001,19.010000,19.010000,158800
2014-10-10,18.860001,20.350000,18.860001,19.610001,19.610001,58600
2014-10-13,19.389999,20.469999,19.200001,20.240000,20.240000,52800
2014-10-14,20.530001,20.840000,19.510000,20.000000,20.000000,70300
2014-10-15,20.020000,20.080000,18.570000,19.080000,19.080000,112600
2014-10-16,19.000000,21.200001,19.000000,20.770000,20.770000,40600
2014-10-17,21.010000,21.010000,20.110001,20.790001,20.790001,46700
2014-10-20,20.639999,22.610001,19.760000,19.980000,19.980000,79300
2014-10-21,20.030001,21.799999,20.030001,21.160000,21.160000,44700
2014-10-22,21.610001,24.219999,20.504999,23.500000,23.500000,82000
2014-10-23,23.959999,24.690001,22.500000,22.980000,22.980000,43900
2014-10-24,23.080000,24.490000,21.059999,21.350000,21.350000,35800
2014-10-27,21.190001,24.246000,19.430000,20.090000,20.090000,27100
2014-10-28,19.850000,20.315001,19.330000,20.299999,20.299999,30700
2014-10-29,20.304001,21.170000,19.820000,20.389999,20.389999,8500
